,ghi,ghi90,ghi10,ebh,dni,dni10,dni90,dhi,air_temp,zenith,azimuth,cloud_opacity,period_end,period
319,171,248,35,25,73,0,368,146,12,70,-84,31,2021-07-29T07:00:00.0000000Z,PT30M
320,221,324,43,36,89,0,482,184,14,66,-90,32,2021-07-29T07:30:00.0000000Z,PT30M
321,269,399,51,43,89,0,522,225,14,61,-96,33,2021-07-29T08:00:00.0000000Z,PT30M
322,316,473,58,54,100,0,596,261,14,57,-102,33,2021-07-29T08:30:00.0000000Z,PT30M
323,358,542,62,63,105,0,633,295,16,53,-109,34,2021-07-29T09:00:00.0000000Z,PT30M
324,397,605,67,72,109,0,664,325,17,49,-117,34,2021-07-29T09:30:00.0000000Z,PT30M
325,427,660,69,74,105,0,688,354,17,45,-125,35,2021-07-29T10:00:00.0000000Z,PT30M
326,453,708,67,74,98,0,707,379,17,41,-134,36,2021-07-29T10:30:00.0000000Z,PT30M
327,468,746,62,72,91,0,720,396,17,38,-144,37,2021-07-29T11:00:00.0000000Z,PT30M
328,475,773,54,65,80,0,729,410,18,36,-155,39,2021-07-29T11:30:00.0000000Z,PT30M
329,476,790,46,61,74,0,736,415,18,34,-167,40,2021-07-29T12:00:00.0000000Z,PT30M
330,470,795,40,58,70,0,736,412,18,34,-180,41,2021-07-29T12:30:00.0000000Z,PT30M
331,460,790,40,53,64,0,736,406,18,34,168,42,2021-07-29T13:00:00.0000000Z,PT30M
332,445,774,39,51,64,0,729,394,18,36,156,42,2021-07-29T13:30:00.0000000Z,PT30M
333,428,746,37,50,63,0,720,379,18,38,144,42,2021-07-29T14:00:00.0000000Z,PT30M
334,410,709,35,48,64,0,707,362,18,41,134,42,2021-07-29T14:30:00.0000000Z,PT30M
335,386,662,33,47,66,0,688,339,18,45,125,42,2021-07-29T15:00:00.0000000Z,PT30M
